order_id,product_id,customer_id,date,size,channel,price
1121208,5135,1403077,04/16/2024,10,social_fb,$35.00
1121209,5136,1402990,04/08/2024,7,search_bing,$40.00
1121210,5110,1403010,04/13/2024,8,affiliate_display,$235.00
1121211,5122,1402676,04/08/2024,9,email_new_user,$35.00
1121212,5040,1402804,04/02/2024,8,email_existing,$90.00
1121213,5139,1402536,04/28/2024,8,social_tiktok,$60.00
1121214,5115,1403053,04/19/2024,4,search_google,$180.00
1121215,5042,1402974,04/28/2024,10,email_existing,$85.00
1121216,5004,1403008,04/15/2024,8,search_bing,$110.00
1121217,5012,1402790,04/04/2024,12,social_fb,$80.00
1121218,5120,1402879,04/07/2024,10,affiliate_text,$50.00
1121219,5111,1402859,04/25/2024,8,email_existing,$180.00
1121220,5077,1403071,04/10/2024,7,affiliate_display,$100.00
1121221,5110,1402669,04/18/2024,10,email_newuser,$200.00
1121222,5055,1402539,04/21/2024,7,Google Analytics,$200.00
1121223,5052,1402934,04/30/2024,7,social_tiktok,$70.00
1121224,5084,1403032,04/11/2024,9,Google,$80.00
1121225,5100,1402660,04/22/2024,9,email_existing,$170.00
1121226,5100,1402930,04/06/2024,10,search_google,$170.00
1121227,5040,1402716,04/08/2024,4,email_existing,$90.00
1121228,5070,1403039,04/09/2024,11,Twitter,$130.00
1121229,5111,1402573,04/19/2024,11,social_twitter,$165.00
1121230,5102,1402998,04/06/2024,7,email_existing,$190.00
1121231,5109,1402781,04/03/2024,8,email_existing,$205.00
1121232,5048,1403093,04/21/2024,8,email_existing,$220.00
1121233,5072,1402633,04/22/2024,6,search_google,$95.00
1121234,5133,1402765,04/27/2024,8,email_existing,$30.00
1121235,5113,1402576,04/04/2024,8,email_new_user,$175.00
1121236,5067,1402836,04/09/2024,7,email_existing,$90.00
1121237,5004,1403002,04/23/2024,9,search_google,$100.00
1121238,5088,1403069,04/14/2024,10,search_google,$95.00
1121239,5103,1402770,04/05/2024,7,social_fb,$250.00
1121240,5046,1402850,04/10/2024,8,Bing,$55.00
1121241,5028,1402923,04/04/2024,14,email_new_user,$65.00
1121242,5044,1402872,04/12/2024,13,search_google,$80.00
1121243,5134,1402723,04/10/2024,9,affiliate_text,$30.00
1121244,5008,1402789,04/04/2024,10,email_existing,$115.00
1121245,5127,1403041,04/17/2024,7,Google,$45.00
1121246,5084,1402708,04/05/2024,9,search_google,$85.00
1121247,5014,1402773,04/28/2024,12,email_new_user,$70.00
1121248,5029,1403095,04/07/2024,7,affiliate_display,$120.00
1121249,5095,1403053,04/24/2024,9,affiliate_text,$180.00
1121250,5087,1403074,04/03/2024,8,social_tiktok,$220.00
1121251,5093,1402605,04/30/2024,9,search_google,$50.00
1121252,5117,1402772,04/21/2024,12,email_existing,$60.00
1121253,5059,1402689,04/06/2024,6,social_fb,$75.00
1121254,5045,1402631,05/12/2024,10,Facebook Ads,$110.00
1121255,5009,1402590,05/22/2024,10,search_google,$70.00
1121256,5065,1402788,05/24/2024,6,Google Analytics,$95.00
1121257,5094,1402826,05/15/2024,11,email_new_user,$230.00
1121258,5120,1402887,05/19/2024,8,search_bing,$55.00
1121259,5055,1402782,05/13/2024,7,email_newuser,$235.00
1121260,5104,1403033,05/25/2024,9,search_google,$220.00
1121261,5063,1402843,05/29/2024,7,affiliate_display,$95.00
1121262,5078,1402545,05/14/2024,7,affiliate_text,$80.00
1121263,5072,1402607,05/26/2024,9,affiliate_display,$110.00
1121264,5056,1402606,05/03/2024,4,email_existing,$65.00
1121265,5136,1402911,05/18/2024,10,GA,$40.00
1121266,5052,1402822,05/11/2024,9,email_existing,$65.00
1121267,5037,1402829,05/27/2024,9,email_existing,$70.00
1121268,5007,1402936,05/25/2024,9,email_existing,$50.00
1121269,5021,1402732,05/02/2024,9,search_google,$70.00
1121270,5011,1402988,05/20/2024,11,email_new_user,$100.00
1121271,5055,1402679,05/01/2024,10,search_bing,$235.00
1121272,5008,1402886,05/18/2024,9,email_new_user,$115.00
1121273,5066,1402801,05/17/2024,8,email_new_user,$80.00
1121274,5128,1402673,05/21/2024,8,social_fb,$55.00
1121275,5023,1402637,05/16/2024,10,search_google,$55.00
1121276,5071,1402894,05/16/2024,8,search_google,$55.00
1121277,5072,1402716,05/20/2024,8,search_google,$95.00
1121278,5124,1402788,05/13/2024,7,search_google,$60.00
1121279,5072,1402959,05/11/2024,9,google_search,$100.00
1121280,5065,1403033,05/20/2024,8,Google Analytics,$95.00
1121281,5021,1402757,05/07/2024,10,email_new_user,$60.00
1121282,5030,1402917,05/13/2024,9,Bing,$95.00
1121283,5128,1402592,05/30/2024,9,email_existing,$65.00
1121284,5107,1402944,05/16/2024,0,search_google,$200.00
1121285,5020,1402945,05/22/2024,7,email_new_user,$90.00
1121286,5021,1403011,05/27/2024,11,search_google,$70.00
1121287,5063,1402761,05/19/2024,9,email_new_user,$95.00
1121288,5132,1402565,05/31/2024,8,social_twitter,$30.00
1121289,5012,1402649,05/22/2024,10,affiliate_text,$85.00
1121290,5005,1402961,05/06/2024,10,search_bing,$120.00
1121291,5052,1403079,05/23/2024,7,search_google,$75.00
1121292,5039,1402679,05/15/2024,10,Bing,$165.00
1121293,5052,1402528,05/20/2024,5,social_tiktok,$70.00
1121294,5047,1402730,05/26/2024,12,email_existing,$75.00
1121295,5125,1402855,05/22/2024,6,social_tiktok,$35.00
1121296,5081,1403083,05/04/2024,8,social_fb,$85.00
1121297,5042,1402682,05/04/2024,8,email_new_user,$70.00
1121298,5103,1402554,05/03/2024,10,affiliate_display,$215.00
1121299,5001,1402578,05/08/2024,7,affiliate_display,$105.00
1121300,5031,1402659,05/21/2024,7,Facebook,$85.00
1121301,5069,1402664,05/12/2024,6,social_twitter,$110.00
1121302,5018,1402601,05/26/2024,9,TikTok,$75.00
1121303,5136,1402573,05/16/2024,9,email_new_user,$40.00
1121304,5124,1402524,05/31/2024,9,Google Analytics,$70.00
1121305,5070,1402703,05/30/2024,9,search_bing,$130.00
1121306,5129,1402880,05/01/2024,15,search_google,$75.00
1121307,5071,1402911,05/13/2024,10,TikTok,$50.00
1121308,5123,1402794,05/16/2024,6,Twitter,$55.00
1121309,5001,1402659,05/26/2024,10,email_new_user,$105.00
1121310,5014,1402585,05/17/2024,8,search_google,$80.00
1121311,5091,1402926,05/14/2024,4,affiliate_display,$225.00
1121312,5095,1402669,05/03/2024,8,search_google,$195.00
1121313,5012,1402527,05/27/2024,6,social_fb,$70.00
1121314,5000,1402540,05/03/2024,8,affiliate_text,$110.00
1121315,5058,1402820,05/23/2024,7,social_twitter,$95.00
1121316,5084,1403058,05/06/2024,7,affiliate_text,$85.00
1121317,5118,1402846,05/19/2024,11,email_existing,$60.00
1121318,5014,1402776,05/27/2024,7,email_newuser,$70.00
1121319,5038,1402771,05/07/2024,9,search_google,$165.00
1121320,5032,1402534,05/23/2024,10,social_twitter,$90.00
1121321,5066,1402789,05/31/2024,10,affiliate_display,$80.00
1121322,5017,1403036,05/21/2024,6,email_existing,$115.00
1121323,5067,1402606,05/23/2024,9,search_bing,$95.00
1121324,5017,1402787,05/07/2024,7,search_yahoo,$105.00
1121325,5079,1402614,05/21/2024,10,email_existing,$105.00
1121326,5102,1402540,06/21/2024,8,google_search,$190.00
1121327,5108,1402632,06/29/2024,10,email_new_user,$225.00
1121328,5026,1403062,06/22/2024,8,email_new_user,$95.00
1121329,5067,1402555,06/30/2024,7,search_google,$90.00
1121330,5109,1403025,06/16/2024,8,TikTok,$175.00
1121331,5106,1403008,06/14/2024,7,search_yahoo,$215.00
1121332,5026,1402553,06/04/2024,10,search_google,$110.00
1121333,5099,1402546,06/18/2024,8,email_new_user,$240.00
1121334,5124,1402638,06/22/2024,11,Google,$70.00
1121335,5048,1402759,06/21/2024,9,email_existing,$220.00
1121336,5132,1403005,06/30/2024,6,search_bing,$35.00
1121337,5012,1402658,06/24/2024,10,social_twitter,$80.00
1121338,5070,1402567,06/29/2024,5,Google Analytics,$130.00
1121339,5086,1402531,06/11/2024,8,social_twitter,$100.00
1121340,5131,1402672,06/18/2024,6,Yahoo,$55.00
1121341,5025,1402565,06/08/2024,12,social_fb,$100.00
1121342,5121,1402759,06/20/2024,11,affiliate_text,$45.00
1121343,5120,1402813,06/12/2024,11,email_newuser,$60.00
1121344,5056,1403017,06/01/2024,10,email_existing,$65.00
1121345,5045,1402723,06/12/2024,9,Yahoo,$110.00
1121346,5039,1403033,06/11/2024,11,email_newuser,$180.00
1121347,5009,1402595,06/06/2024,10,social_fb,$65.00
1121348,5130,1402670,06/19/2024,5,search_bing,$60.00
1121349,5044,1402534,06/20/2024,10,social_fb,$90.00
1121350,5110,1402567,06/19/2024,7,email_new_user,$215.00
1121351,5015,1402712,06/25/2024,9,social_twitter,$70.00
1121352,5129,1402897,06/03/2024,12,Bing,$75.00
1121353,5101,1402895,06/07/2024,6,email_existing,$205.00
1121354,5042,1403082,06/11/2024,10,email_existing,$80.00
1121355,5130,1402860,06/11/2024,10,email_new_user,$55.00
1121356,5047,1403094,06/21/2024,8,email_new_user,$70.00
1121357,5070,1402537,06/26/2024,8,search_bing,$110.00
1121358,5072,1402731,06/06/2024,7,email_existing,$100.00
1121359,5008,1402592,06/28/2024,7,search_google,$105.00
1121360,5052,1403090,06/14/2024,7,social_fb,$70.00
1121361,5056,1402723,06/25/2024,8,affiliate_display,$65.00
1121362,5045,1402533,06/28/2024,10,Google Analytics,$110.00
1121363,5061,1402993,06/04/2024,12,social_tiktok,$85.00
1121364,5119,1402937,06/22/2024,11,email_new_user,$55.00
1121365,5015,1402822,06/23/2024,8,email_new_user,$75.00
1121366,5009,1402695,06/30/2024,9,search_google,$65.00
1121367,5054,1402852,06/04/2024,11,affiliate_text,$80.00
1121368,5057,1402909,06/30/2024,9,social_fb,$70.00
1121369,5074,1402899,06/21/2024,8,google_search,$115.00
1121370,5021,1402608,06/11/2024,10,search_google,$60.00
1121371,5123,1402716,06/11/2024,10,email_new_user,$50.00
1121372,5067,1402977,06/22/2024,10,email_new_user,$95.00
1121373,5074,1403053,06/06/2024,10,Google Analytics,$135.00
1121374,5077,1402622,06/02/2024,7,email_newuser,$120.00
1121375,5026,1402640,06/25/2024,8,social_fb,$95.00
1121376,5062,1402529,06/03/2024,7,email_new_user,$120.00
1121377,5022,1403085,06/14/2024,10,email_existing,$90.00
1121378,5042,1402652,06/30/2024,9,affiliate_display,$70.00
1121379,5025,1402596,06/02/2024,5,email_newuser,$85.00
1121380,5064,1402568,06/30/2024,5,email_new_user,$60.00
1121381,5023,1402592,06/29/2024,9,social_fb,$55.00
1121382,5041,1402805,06/26/2024,15,email_existing,$195.00
1121383,5024,1402809,06/08/2024,7,email_newuser,$105.00
1121384,5119,1402658,06/20/2024,8,search_google,$55.00
1121385,5034,1402716,06/30/2024,10,Google Analytics,$245.00
1121386,5088,1402547,06/21/2024,9,email_new_user,$95.00
1121387,5021,1402835,06/24/2024,9,affiliate_text,$70.00
1121388,5117,1402610,06/06/2024,10,Bing,$55.00
1121389,5072,1402720,06/14/2024,10,Bing,$100.00
1121390,5088,1402817,06/16/2024,4,social_tiktok,$105.00
1121391,5037,1402721,06/03/2024,10,affiliate_text,$65.00
1121392,5012,1402761,06/01/2024,7,email_new_user,$85.00
1121393,5071,1402604,06/29/2024,13,email_existing,$50.00
1121394,5058,1402941,06/19/2024,6,search_google,$85.00
1121395,5022,1402772,06/04/2024,6,email_new_user,$100.00
1121396,5094,1402797,06/30/2024,8,Bing,$230.00
1121397,5122,1403046,06/16/2024,6,email_new_user,"$3,360.00"
1121398,5112,1402868,06/02/2024,9,email_existing,$145.00
1121399,5139,1402869,06/28/2024,12,social_tiktok,$60.00
1121400,5102,1402638,07/21/2024,9,social_twitter,$175.00
1121401,5071,1403022,07/21/2024,8,email_new_user,$60.00
1121402,5034,1402643,07/25/2024,12,affiliate_display,$210.00
1121403,5096,1402530,07/04/2024,9,search_bing,$205.00
1121404,5020,1402552,07/19/2024,8,search_google,$95.00
1121405,5053,1403058,07/04/2024,7,social_fb,$95.00
1121406,5087,1402794,07/18/2024,7,search_google,$220.00
1121407,5015,1402759,07/31/2024,9,email_new_user,$65.00
1121408,5043,1402783,07/03/2024,9,email_existing,$225.00
1121409,5057,1402764,07/28/2024,10,affiliate_display,$70.00
1121410,5083,1402794,07/13/2024,7,Google Analytics,$95.00
1121411,5103,1402966,07/24/2024,9,Yahoo,$250.00
1121412,5064,1402566,07/31/2024,12,google_search,$55.00
1121413,5080,1402961,07/05/2024,8,search_google,$100.00
1121414,5048,1402586,07/18/2024,10,affiliate_text,$220.00
1121415,5022,1402828,07/06/2024,7,affiliate_text,$90.00
1121416,5049,1403001,07/31/2024,12,search_yahoo,$55.00
1121417,5009,1402586,07/13/2024,7,social_tiktok,$65.00
1121418,5103,1402981,07/30/2024,7,social_fb,$215.00
1121419,5113,1402840,07/07/2024,8,GA,$160.00
1121420,5133,1402901,07/21/2024,10,social_fb,$35.00
1121421,5023,1402609,07/12/2024,10,social_twitter,$55.00
1121422,5076,1403041,07/02/2024,9,search_google,$100.00
1121423,5095,1402882,07/17/2024,8,social_fb,$180.00
1121424,5085,1402600,07/01/2024,9,search_google,$80.00
1121425,5108,1402733,07/21/2024,10,social_twitter,$205.00
1121426,5121,1402808,07/23/2024,8,Google Analytics,$45.00
1121427,5008,1402764,07/27/2024,9,affiliate_display,$105.00
1121428,5067,1403018,07/26/2024,7,social_fb,$90.00
1121429,5046,1403085,07/08/2024,8,Google,$55.00
1121430,5067,1402685,07/08/2024,9,search_google,$105.00
1121431,5091,1403098,07/15/2024,7,Google,$210.00
1121432,5130,1402659,07/02/2024,13,affiliate_text,$55.00
1121433,5050,1402897,07/15/2024,8,affiliate_display,$80.00
1121434,5104,1402726,07/08/2024,9,GA,$190.00
1121435,5138,1402570,07/09/2024,10,Facebook,$50.00
1121436,5130,1402857,07/23/2024,8,TikTok,$55.00
1121437,5029,1402636,07/01/2024,7,email_new_user,$100.00
1121438,5045,1403090,07/09/2024,8,affiliate_text,$130.00
1121439,5082,1402960,07/04/2024,9,search_google,$75.00
1121440,5131,1402718,07/08/2024,10,affiliate_text,$55.00
1121441,5093,1402988,07/03/2024,8,search_bing,$55.00
1121442,5115,1403105,07/26/2024,7,email_existing,$165.00
1121443,5078,1402944,07/30/2024,4,search_bing,$80.00
1121444,5135,1402573,07/10/2024,8,search_google,$35.00
1121445,5102,1402576,07/04/2024,9,social_fb,$200.00
1121446,5097,1402863,07/15/2024,9,email_new_user,$170.00
1121447,5055,1402645,07/17/2024,8,email_new_user,$215.00
1121448,5062,1403064,07/23/2024,6,email_existing,$105.00
1121449,5033,1402814,07/31/2024,13,search_bing,$85.00
1121450,5005,1402533,07/24/2024,8,Google Analytics,$120.00
1121451,5070,1402728,07/07/2024,9,Bing,$120.00
1121452,5108,1402830,07/08/2024,5,email_existing,$225.00
1121453,5092,1402613,07/28/2024,11,email_new_user,$210.00
1121454,5045,1402628,07/22/2024,10,search_google,$120.00
1121455,5019,1402623,07/11/2024,10,search_google,$75.00
1121456,5120,1402973,07/20/2024,8,Google,$50.00
1121457,5137,1402968,07/17/2024,10,Google Analytics,$30.00
1121458,5048,1402981,07/10/2024,8,email_new_user,$220.00
1121459,5051,1402800,07/22/2024,5,FB,$75.00
1121460,5137,1402991,07/27/2024,9,search_google,$25.00
1121461,5034,1403104,07/20/2024,8,email_newuser,$225.00
1121462,5014,1402669,07/23/2024,8,search_google,$70.00
1121463,5099,1402695,07/19/2024,7,search_google,$205.00
1121464,5093,1402907,07/29/2024,10,email_newuser,$50.00
1121465,5007,1402873,07/02/2024,8,affiliate_text,$60.00
1121466,5116,1403105,07/16/2024,9,social_fb,$180.00
1121467,5127,1403085,07/05/2024,10,affiliate_text,$45.00
1121468,5083,1403093,07/15/2024,7,affiliate_display,$105.00
1121469,5043,1403096,07/10/2024,5,email_existing,$225.00
1121470,5008,1402737,07/04/2024,13,google_search,$115.00
1121471,5093,1402868,07/16/2024,10,search_google,$50.00
1121472,5132,1402706,07/02/2024,6,social_fb,$30.00
1121473,5071,1402854,07/02/2024,7,email_new_user,$50.00
1121474,5137,1402963,07/31/2024,10,search_google,$30.00
1121475,5095,1402966,07/27/2024,10,search_google,$180.00
1121476,5016,1402657,07/09/2024,11,Facebook Ads,$60.00
1121477,5061,1402575,07/09/2024,9,affiliate_text,$85.00
1121478,5104,1402661,07/18/2024,9,Google,$190.00
1121479,5064,1402801,07/15/2024,8,search_google,$55.00
1121480,5001,1403105,07/02/2024,9,search_yahoo,$95.00
1121481,5036,1402808,07/23/2024,10,affiliate_text,$200.00
1121482,5034,1402702,07/05/2024,7,search_bing,$225.00
1121483,5108,1402657,07/30/2024,7,email_new_user,$205.00
1121484,5138,1402656,07/02/2024,8,email_newuser,$50.00
1121485,5135,1402541,07/15/2024,10,email_newuser,$35.00
1121486,5058,1402866,08/29/2024,10,Google,$90.00
1121487,5139,1403095,08/05/2024,6,search_yahoo,$60.00
1121488,5037,1402846,08/24/2024,10,affiliate_text,$70.00
1121489,5119,1403031,08/26/2024,8,email_new_user,$50.00
1121490,5084,1402602,08/03/2024,8,search_google,$85.00
1121491,5091,1403045,08/08/2024,8,email_new_user,$210.00
1121492,5014,1402600,08/02/2024,10,Google Analytics,$70.00
1121493,5120,1402834,08/27/2024,10,search_google,$55.00
1121494,5113,1402882,08/19/2024,10,Google Analytics,$175.00
1121495,5031,1403049,08/16/2024,11,social_fb,$85.00
1121496,5094,1402651,08/28/2024,10,email_existing,$215.00
1121497,5111,1402866,08/18/2024,12,Facebook,$155.00
1121498,5052,1402753,08/24/2024,8,search_google,$65.00
1121499,5001,1402944,08/30/2024,9,email_newuser,$90.00
1121500,5056,1402882,08/09/2024,7,GA,$65.00
1121501,5111,1402594,08/18/2024,6,search_yahoo,$180.00
1121502,5054,1402697,08/05/2024,8,affiliate_display,$70.00
1121503,5067,1402621,08/07/2024,8,Google,$90.00
1121504,5103,1402998,08/13/2024,9,social_fb,$215.00
1121505,5030,1402734,08/06/2024,8,email_existing,$105.00
1121506,5121,1403039,08/07/2024,8,search_google,$40.00
1121507,5088,1402923,08/19/2024,6,Bing,$95.00
1121508,5001,1402705,08/22/2024,9,social_fb,$95.00
1121509,5111,1402795,08/03/2024,7,social_fb,$165.00
1121510,5057,1402627,08/10/2024,10,email_new_user,$70.00
1121511,5011,1402822,08/02/2024,8,search_google,$100.00
1121512,5116,1402560,08/06/2024,9,email_existing,$180.00
1121513,5068,1402935,08/06/2024,6,search_yahoo,$95.00
1121514,5050,1402872,08/10/2024,11,email_new_user,$80.00
1121515,5125,1403080,08/23/2024,7,email_new_user,$40.00
1121516,5007,1402690,08/14/2024,6,email_new_user,$60.00
1121517,5056,1402568,08/15/2024,11,social_fb,$60.00
1121518,5139,1402779,08/04/2024,10,search_google,$55.00
1121519,5122,1403007,08/09/2024,10,email_existing,$35.00
1121520,5022,1403043,08/16/2024,8,affiliate_text,$90.00
1121521,5079,1402839,08/12/2024,5,Google Analytics,$115.00
1121522,5037,1402784,08/04/2024,8,email_existing,$65.00
1121523,5075,1402587,08/13/2024,6,search_google,$95.00
1121524,5082,1402759,08/08/2024,10,email_new_user,$75.00
1121525,5034,1402785,08/23/2024,11,social_fb,$210.00
1121526,5029,1402841,08/04/2024,8,social_tiktok,$100.00
1121527,5077,1402545,08/17/2024,5,FB,$120.00
1121528,5079,1402610,08/06/2024,9,email_new_user,$105.00
1121529,5068,1402986,08/07/2024,8,affiliate_text,$95.00
1121530,5134,1403035,08/15/2024,7,FB,$30.00
1121531,5006,1402863,08/26/2024,13,Bing,$80.00
1121532,5056,1402529,08/05/2024,10,social_twitter,$70.00
1121533,5023,1402841,08/13/2024,11,social_twitter,$55.00
1121534,5084,1402661,08/13/2024,11,search_google,$80.00
1121535,5126,1402794,08/21/2024,8,search_google,$50.00
1121536,5090,1402873,08/29/2024,9,search_bing,$65.00
1121537,5023,1403064,08/27/2024,15,affiliate_display,$55.00
1121538,5089,1402845,08/13/2024,7,email_new_user,$185.00
1121539,5121,1402864,08/14/2024,8,Twitter,$40.00
1121540,5103,1403016,08/19/2024,8,email_newuser,$250.00
1121541,5137,1402931,08/12/2024,12,email_existing,$30.00
1121542,5048,1403088,08/27/2024,5,GA,$190.00
1121543,5050,1402659,08/09/2024,8,email_newuser,$90.00
1121544,5102,1402715,08/16/2024,5,social_fb,$175.00
1121545,5018,1402530,08/19/2024,9,email_existing,$90.00
1121546,5033,1402595,08/25/2024,8,search_google,$90.00
1121547,5052,1402813,08/17/2024,10,Google,$70.00
1121548,5098,1402539,08/22/2024,7,Google,$225.00
1121549,5098,1402863,08/26/2024,9,email_new_user,$210.00
1121550,5062,1402585,08/22/2024,5,email_new_user,$110.00
1121551,5019,1402788,08/08/2024,7,search_bing,$85.00
1121552,5049,1402626,08/22/2024,6,GA,$50.00
1121553,5136,1403003,08/13/2024,12,search_bing,$35.00
1121554,5041,1403045,08/20/2024,10,email_existing,$215.00
1121555,5059,1403025,08/17/2024,7,social_twitter,$80.00
1121556,5121,1403096,09/08/2024,12,social_twitter,$40.00
1121557,5068,1402801,09/16/2024,7,affiliate_display,$95.00
1121558,5047,1402612,09/15/2024,9,affiliate_display,$70.00
1121559,5109,1402981,09/27/2024,6,search_bing,$190.00
1121560,5122,1402895,09/09/2024,10,TikTok,$35.00
1121561,5108,1402881,09/24/2024,8,email_new_user,$240.00
1121562,5070,1402757,09/22/2024,9,social_twitter,$120.00
1121563,5028,1402884,09/20/2024,8,affiliate_display,$65.00
1121564,5108,1402952,09/14/2024,12,social_fb,$225.00
1121565,5047,1402821,09/30/2024,6,search_google,$70.00
1121566,5063,1402845,09/02/2024,6,Google,$80.00
1121567,5117,1402968,09/22/2024,10,social_fb,$65.00
1121568,5109,1402871,09/12/2024,9,social_tiktok,$190.00
1121569,5133,1402957,09/21/2024,10,email_new_user,$30.00
1121570,5015,1402837,09/08/2024,9,Yahoo,$70.00
1121571,5093,1402710,09/06/2024,10,affiliate_text,$45.00
1121572,5103,1403101,09/04/2024,9,email_existing,$230.00
1121573,5113,1402686,09/30/2024,8,affiliate_display,$160.00
1121574,5012,1403044,09/30/2024,8,social_fb,$85.00
1121575,5039,1402730,09/04/2024,7,GA,$195.00
1121576,5116,1402624,09/23/2024,11,Bing,$195.00
1121577,5123,1402756,09/27/2024,9,GA,$55.00
1121578,5033,1402655,09/06/2024,9,email_existing,$85.00
1121579,5011,1402804,09/01/2024,9,google_search,$95.00
1121580,5073,1402980,09/23/2024,7,search_google,$55.00
1121581,5054,1402746,09/02/2024,9,Google Analytics,$80.00
1121582,5106,1402859,09/14/2024,6,social_fb,$185.00
1121583,5065,1402620,09/04/2024,10,email_existing,$110.00
1121584,5130,1402903,09/12/2024,11,social_fb,$55.00
1121585,5100,1403075,09/07/2024,5,affiliate_text,$200.00
1121586,5010,1402692,09/04/2024,12,affiliate_display,$80.00
1121587,5026,1402997,09/01/2024,9,search_google,$95.00
1121588,5101,1403096,09/15/2024,8,email_existing,$205.00
1121589,5133,1402645,09/21/2024,10,email_existing,$35.00
1121590,5063,1403052,09/22/2024,12,Google,$90.00
1121591,5130,1402614,09/23/2024,9,affiliate_text,$60.00
1121592,5027,1402713,09/28/2024,10,affiliate_display,$110.00
1121593,5121,1403098,09/26/2024,8,affiliate_text,$45.00
1121594,5097,1402584,09/17/2024,8,Bing,$200.00
1121595,5121,1402561,09/08/2024,7,Facebook Ads,$40.00
1121596,5120,1402991,09/27/2024,6,GA,$50.00
1121597,5071,1402817,09/07/2024,12,search_google,$50.00
1121598,5069,1402810,09/05/2024,10,search_yahoo,$95.00
1121599,5057,1402914,09/04/2024,5,social_tiktok,$75.00
1121600,5083,1402833,09/01/2024,5,search_google,$95.00
1121601,5017,1403065,09/25/2024,11,search_bing,$100.00
1121602,5081,1402893,09/10/2024,6,Google Analytics,$75.00
1121603,5123,1402598,09/07/2024,12,search_google,$50.00
1121604,5124,1402691,09/29/2024,11,FB,$60.00
1121605,5070,1402802,09/30/2024,7,social_tiktok,$120.00
1121606,5091,1402586,09/25/2024,9,email_existing,$245.00
1121607,5039,1402866,09/24/2024,8,affiliate_display,$180.00
1121608,5045,1402938,09/04/2024,11,social_tiktok,$130.00
1121609,5022,1402747,09/01/2024,10,affiliate_display,$100.00
1121610,5042,1402956,09/17/2024,9,email_existing,$70.00
1121611,5059,1403056,09/09/2024,8,email_existing,$70.00
1121612,5011,1402910,09/27/2024,10,email_existing,$100.00
1121613,5053,1402560,09/24/2024,11,Facebook Ads,$95.00
1121614,5026,1402748,09/02/2024,10,Google,$100.00
1121615,5074,1402634,09/17/2024,7,search_yahoo,$135.00
1121616,5003,1403077,09/22/2024,12,Google Analytics,$100.00
1121617,5108,1402644,09/20/2024,7,GA,$205.00
1121618,5132,1402727,09/12/2024,11,email_existing,$30.00
1121619,5025,1402792,09/15/2024,10,Yahoo,$95.00
1121620,5066,1402724,09/30/2024,7,search_google,$70.00
1121621,5118,1402709,09/18/2024,12,search_google,$50.00
1121622,5103,1402654,09/02/2024,8,affiliate_text,$215.00
1121623,5051,1402867,09/17/2024,9,social_fb,$70.00
1121624,5043,1402529,09/16/2024,11,email_newuser,$210.00
1121625,5002,1402971,09/30/2024,7,search_bing,$95.00
1121626,5081,1402659,09/23/2024,9,search_google,$85.00
1121627,5050,1402609,09/21/2024,7,search_google,$80.00
1121628,5089,1402746,09/08/2024,7,email_existing,$170.00
1121629,5108,1402682,09/01/2024,7,email_existing,$205.00
1121630,5084,1402705,09/27/2024,7,social_fb,$85.00
1121631,5115,1402741,09/19/2024,8,email_existing,$180.00
1121632,5077,1402745,09/11/2024,8,affiliate_text,$110.00
1121633,5012,1402699,09/18/2024,7,search_google,$70.00
1121634,5126,1402593,09/10/2024,10,search_google,$45.00
1121635,5034,1402662,09/02/2024,8,social_fb,$245.00
1121636,5061,1403075,09/15/2024,8,search_google,$80.00
1121637,5138,1402839,09/13/2024,8,email_new_user,$40.00
1121638,5049,1402721,09/29/2024,10,search_bing,$50.00
1121639,5001,1402817,09/08/2024,11,affiliate_display,$90.00
1121640,5089,1402617,09/17/2024,11,email_new_user,$185.00
1121641,5070,1402942,09/08/2024,8,affiliate_text,$130.00
1121642,5049,1402683,09/02/2024,7,search_google,$60.00
1121643,5098,1403089,09/24/2024,8,email_existing,$210.00
1121644,5103,1402779,09/20/2024,9,Google Analytics,$250.00
1121645,5047,1402846,09/09/2024,7,email_existing,$80.00
1121646,5029,1403101,09/11/2024,8,search_google,$100.00
1121647,5066,1403066,09/04/2024,7,email_existing,$75.00
1121648,5082,1402985,09/11/2024,10,social_fb,$70.00
1121649,5061,1402679,10/26/2024,7,email_new_user,$70.00
1121650,5017,1402713,10/17/2024,8,email_existing,$105.00
1121651,5101,1402664,10/10/2024,6,Bing,$205.00
1121652,5091,1402789,10/10/2024,8,affiliate_text,$210.00
1121653,5047,1402983,10/17/2024,10,social_fb,$70.00
1121654,5034,1402927,10/05/2024,8,email_new_user,$225.00
1121655,5063,1402894,10/09/2024,6,search_google,$90.00
1121656,5044,1403006,10/25/2024,8,social_fb,$80.00
1121657,5103,1403081,10/01/2024,10,search_bing,$250.00
1121658,5083,1402607,10/04/2024,10,email_new_user,$105.00
1121659,5049,1403088,10/24/2024,11,Bing,$60.00
1121660,5105,1403037,10/25/2024,5,social_fb,$210.00
1121661,5048,1402853,10/07/2024,10,email_existing,$190.00
1121662,5079,1402593,10/30/2024,10,search_google,$105.00
1121663,5126,1402833,10/01/2024,9,social_fb,$50.00
1121664,5026,1402866,10/22/2024,10,social_fb,$95.00
1121665,5130,1403064,10/05/2024,9,search_google,$55.00
1121666,5025,1402551,10/22/2024,10,email_existing,$100.00
1121667,5084,1403038,10/03/2024,5,Twitter,$95.00
